更新时间,#genre#
20260605 03:25,url

RespoTime,whitelist,#genre#
67.31ms,河南衛視,https://t.freetv.fun/live/he-nan-wei-shi-43.m3u8
67.31ms,河南卫视,https://stream1.freetv.fun/e3db1ee2a7e7ad78d43c47c7119f2bbc11eac1b6ebfc47dc0831b0316413f1b6.m3u8
67.31ms,宁夏卫视,https://stream1.freetv.fun/63dad6a604b26db1cefabe6841934350b6b8a6738afb06227e878afe88b596ed.m3u8
67.32ms,蔡丽津月圆情,http://vd3.bdstatic.com/mda-jm53zq7k0b0kbxch/sc/mda-jm53zq7k0b0kbxch.mp4
67.33ms,CCTV9,https://stream1.freetv.fun/0c01a3543f3509d8aac00c42ea45fb62bb37cfa0b88fc059c5e001887f6eb41b.m3u8
67.35ms,CCTV10,https://stream1.freetv.fun/0ea747e2b910912d7b767737051b09d3af710dd38a7ec89f24090e34e3e4f08a.m3u8
67.36ms,Pluto TV Westerns,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5b4e94282d4ec87bdcbb87cd/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=103&deviceId=5b4e94282d4ec87bdcbb87cd&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
67.37ms,张秀卿车站,http://vd2.bdstatic.com/mda-jjmnjgiabtvmy13u/sc/mda-jjmnjgiabtvmy13u.mp4
67.38ms,辽宁卫视,https://stream1.freetv.fun/a5ff048bd936923b9b9b492e580c720357a6a83a146d4e6a9c85c299aedc7da1.m3u8
67.39ms,Canale 2 Italia,https://t.freetv.fun/live/italia-2.m3u8
67.40ms,CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8
67.40ms,CCTV2,https://stream1.freetv.fun/0c2d56a09c4103a4bd2a0b1fce3daaafa5402ea91fb9166faa2489ce5c440506.m3u8
67.40ms,CCTV12,https://stream1.freetv.fun/713f8c42d89efd6b0b31ab22e8070a22a6eb54790b31f6e8ebe511775c1309f5.m3u8
67.41ms,金川新闻综合,https://t.freetv.fun/live/jin-chuan-xin-wen-zong-he-1.m3u8
67.41ms,CCTV6,https://stream1.freetv.fun/4cb45951cae51c9b1f16b705c4417c13937bb49c35804a4f95e9f3478b5a9a92.m3u8
67.43ms,CCTV5,https://stream1.freetv.fun/7a51eefc4df7745a608d008a9d2d36214eb296350d1977622eb0cc88b0f38d10.m3u8
67.44ms,Andalucia CanalSur,https://t.freetv.fun/live/canal-sur-andalucia.m3u8
67.45ms,陈百潭-初恋,http://vd4.bdstatic.com/mda-jk22i7yt5vyjbgwt/hd/mda-jk22i7yt5vyjbgwt.mp4
67.47ms,Hamburg 1,https://t.freetv.fun/live/noa-4-hamburg.m3u8
67.48ms,湖州公共民生,https://t.freetv.fun/live/hu-zhou-gong-gong.m3u8
67.49ms,浙江錢江都市,https://t.freetv.fun/live/zhe-jiang-qian-jiang-3.m3u8
67.49ms,МУЗ ТВ,https://t.freetv.fun/live/muztv-3.m3u8
67.50ms,Fox Sports Racing,https://t.freetv.fun/live/wu-hao-te-gong-zu.m3u8
67.53ms,CCTV13,https://t.freetv.fun/live/cctv-13hd.m3u8
67.56ms,SHAMSHAD ,https://t.freetv.fun/live/shamshad-tv.m3u8
67.56ms,揭陽新聞綜合,https://t.freetv.fun/live/jie-yang-zong-he-gao-qing-7.m3u8
67.56ms,河南卫视,https://stream1.freetv.fun/e588987d8afaba1df67a391ea75744e02f2e7c3cde3e781b58dd5930f11eedda.m3u8
67.58ms,America TV,https://t.freetv.fun/live/pbs-america.m3u8
67.63ms,卓依婷-流星雨,http://vd3.bdstatic.com/mda-jfap39wqmi2yisu6/mda-jfap39wqmi2yisu6.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
67.66ms,CHC家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan-8.m3u8
67.66ms,香港卫视,https://stream1.freetv.fun/ae7eaf28d8610cdc1651ef6a1f7dbb24b49c5a87627d0d881330afaea37a1616.m3u8
67.67ms,CHC動作電影,https://t.freetv.fun/live/chcdong-zuo-dian-ying-2.m3u8
67.68ms,青海卫视,https://stream1.freetv.fun/5ae3b396c4b31c5cd7968aae55c2a1692fc7d4561d38b9506a502a7a7e6c4745.m3u8
67.69ms,卓依婷-爱拼才会赢,http://vd3.bdstatic.com/mda-jfreugw1pcza8xr1/mda-jfreugw1pcza8xr1.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
67.70ms,CCTV7,https://stream1.freetv.fun/ca9bf41f3a9f4e06e20200034fa186fa8a1edd2e8fb11f993830d08e19585d3d.m3u8
67.72ms,aTV Türkiye,https://t.freetv.fun/live/atv-1.m3u8
67.72ms,陈柯宇生僻字,http://vd2.bdstatic.com/mda-jb28qp6tauzkzpy9/hd/mda-jb28qp6tauzkzpy9.mp4
67.78ms,卓依婷-杜十娘,http://vd3.bdstatic.com/mda-jekst5s3c341xwyd/mda-jekst5s3c341xwyd.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
67.79ms,陝西衛視,https://t.freetv.fun/live/shan-xi-wei-shi-17.m3u8
67.79ms,[BD]vav tv,https://t.freetv.fun/live/vav-tv.m3u8
67.79ms,CCTV2,https://stream1.freetv.fun/8a900bfee2c4c2a59e04380dbfec553120369718ab7b0d63f2f5361b99ffc41a.m3u8
67.82ms,廣西衛視,https://t.freetv.fun/live/yan-xi-wei-shi-37.m3u8
67.83ms,浙江衛視,https://t.freetv.fun/live/zhe-jiang-wei-shi-5.m3u8
67.86ms,GLOBAL TV,https://t.freetv.fun/live/global-tv.m3u8
67.90ms,CCTV15,https://stream1.freetv.fun/05c59142eeb716bb8448d69b52d02357573b651462d2c14b60cdfce47deb124e.m3u8
67.92ms,浙江卫视,https://stream1.freetv.fun/9db0b177cf33e55f518fee70eb5b8aca7d6d592cb2f228931613f92024e4dcee.m3u8
67.94ms,HUB Sports1,https://t.freetv.fun/live/hub-sports-8.m3u8
67.94ms,陈淑苹黄昏之恋[848*480],http://vd4.bdstatic.com/mda-jk0m1rgje4eh01cw//mda-jk0m1rgje4eh01cw.mp4
67.96ms,浙江少兒頻道,https://t.freetv.fun/live/zhe-jiang-shao-er-7.m3u8
67.99ms,Food Network(TW),https://t.freetv.fun/live/ch-ng-food-network.m3u8
68.00ms,東方衛視,https://t.freetv.fun/live/dong-fang-wei-shi-8.m3u8
68.03ms,江蕙-梦中的情话,http://vd2.bdstatic.com/mda-ji4rwrwg7fijyqkh/mda-ji4rwrwg7fijyqkh.mp4
68.06ms,CCTV14,https://stream1.freetv.fun/83461ebfd58cb4e8f2b1f8582cec3c09dfaf945443cc97f13750342a92d55b41.m3u8
68.07ms,安徽卫视,https://stream1.freetv.fun/4078e7515acfeb817260423a635931b5dafb07af568fe27dedb729f35491040a.m3u8
68.09ms,Télé Sahel Niger,https://t.freetv.fun/live/tele-sahel.m3u8
68.10ms,浙江民生休閒,https://t.freetv.fun/live/zhe-jiang-xiu-xian.m3u8
68.13ms,OMAN TV,https://t.freetv.fun/live/oman-tv-2.m3u8
68.13ms,罗时丰-无情之梦,http://vd2.bdstatic.com/mda-je1jq1hvgmab08gd/sc/mda-je1jq1hvgmab08gd.mp4
68.16ms,PMC Music,https://t.freetv.fun/live/ptc-music.m3u8
68.17ms,CCTV14,https://t.freetv.fun/live/cctv-14shao-er-15.m3u8
68.20ms,FX,https://t.freetv.fun/live/fnx-1.m3u8
68.23ms,CCTV2,https://t.freetv.fun/live/cctv2-cai-jing-1.m3u8
68.24ms,Kuwait Ethraa,https://t.freetv.fun/live/kuwait-tv-ethraa.m3u8
68.27ms,Canal 26 Argentina,https://t.freetv.fun/live/canal-26.m3u8
68.27ms,北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi-7.m3u8
68.29ms,西藏衛視,https://t.freetv.fun/live/xi-cang-wei-shi-14.m3u8
68.31ms,CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
68.32ms,CCTV10,https://t.freetv.fun/live/cctv-10ke-jiao-5.m3u8
68.35ms,CCTV17,https://t.freetv.fun/live/cctv-17hd-2.m3u8
68.35ms,廣東珠江HD,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-5.m3u8
68.35ms,Живи,https://t.freetv.fun/live/zhivi-3.m3u8
68.38ms,青海卫视,https://stream1.freetv.fun/7e3962f35a8b86e1396f1ac3a1a18a0fa6965b348b567281c7b6725f4753fdc1.m3u8
68.41ms,CBS News 24/7 (360p),https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_21.m3u8
68.42ms,臺視新聞臺,https://t.freetv.fun/live/tai-shi-xin-wen-2.m3u8
68.44ms,Беларусь 1,https://t.freetv.fun/live/belarus-rtr.m3u8
68.48ms,南寧新聞綜合,https://t.freetv.fun/live/nan-zhu-xin-wen-zong-he-1.m3u8
68.50ms,Mega Cosmos Greece,https://t.freetv.fun/live/mega-1-1.m3u8
68.50ms,CCTV4,https://stream1.freetv.fun/4d07bdd45298f5188e1e215d557f8b1703d924d4e874e864fd160d4d7f3cae16.m3u8
68.51ms,BLIZZ tv,https://t.freetv.fun/live/biz-tv-1080p.m3u8
68.53ms,西藏卫视,https://stream1.freetv.fun/652c74b797023c1676a5053281c8d9453344b711a1ce8bce485b87f48833bb21.m3u8
68.55ms,CCTV3,https://t.freetv.fun/live/cctv3zong-yi.m3u8
68.57ms,HUB Sports1,https://t.freetv.fun/live/hub-sports-6.m3u8
68.57ms,凤凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
68.58ms,浙江民生休閒,https://t.freetv.fun/live/zhe-jiang-ping-hu-min-sheng-xiu-xian.m3u8
68.59ms,泰州新聞綜合,https://t.freetv.fun/live/tai-zhou-xin-wen-zong-he.m3u8
68.61ms,TOWN TV,https://t.freetv.fun/live/cape-town-tv.m3u8
68.62ms,卓依婷-同一首歌,http://vd3.bdstatic.com/mda-jf1j2af0dji6ju83/mda-jf1j2af0dji6ju83.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
68.66ms,CCTV第一劇場,https://t.freetv.fun/live/cctvdi-yi-ju-chang-1.m3u8
68.69ms,凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8
68.70ms,廣東珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-6.m3u8
68.71ms,LBC International,https://t.freetv.fun/live/iran-international.m3u8
68.73ms,Nova,https://t.freetv.fun/live/tv-nova.m3u8
68.83ms,TM HD,https://t.freetv.fun/live/tm-tv.m3u8
68.89ms,Gunma TV,https://t.freetv.fun/live/uma-tv.m3u8
68.90ms,青海卫视,https://stream1.freetv.fun/6e10a4a54db3f7f59614ab6de9f66a2a0b678e551e77ef9040af1d5fc2ceae2e.m3u8
68.91ms,S24 TV,https://t.freetv.fun/live/qs24-tv.m3u8
68.91ms,MAX,https://t.freetv.fun/live/tv-max-1.m3u8
68.91ms,Positiv TV (1080p),https://livecdn.use1-0004.jwplive.com/live/sites/fGLyccP5/media/FoWynVnP/live.isml/.m3u8
68.93ms,武漢新聞綜合,https://t.freetv.fun/live/wu-yi-xin-wen-zong-he-1.m3u8
68.96ms,Kurdistan TV,https://t.freetv.fun/live/kurdistan-tv-1.m3u8
68.98ms,揭陽新聞綜合,https://t.freetv.fun/live/jie-yang-zong-he-gao-qing-17.m3u8
68.99ms,Global News,https://t.freetv.fun/live/global-news-1.m3u8
68.99ms,卓依婷-雨过天晴,http://vd3.bdstatic.com/mda-jfbggf264f55hv4m/mda-jfbggf264f55hv4m.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
69.04ms,First Music Channel HD,https://t.freetv.fun/live/first-music.m3u8
69.04ms,Pluto TV Horror,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/569546031a619b8f07ce6e25/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=75&deviceId=569546031a619b8f07ce6e25&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
69.11ms,南寧都市生活,https://t.freetv.fun/live/nan-zhu-du-shi-sheng-huo-2.m3u8
69.14ms,KIDS-TV,https://t.freetv.fun/live/extrema-kids-tv.m3u8
69.16ms,卓依婷-看不见温柔,http://vd3.bdstatic.com/mda-jeqg6s6gc0ietmst/mda-jeqg6s6gc0ietmst.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
69.17ms,Русский Роман,https://t.freetv.fun/live/russkii-roman-1.m3u8
69.19ms,M6 Music Black,https://t.freetv.fun/live/black-4.m3u8
69.19ms,北京卫视,https://stream1.freetv.fun/c5769ca8df272ca99803feebc655cd01b1e4e663d4a4550d86ee338e1058ccfb.m3u8
69.20ms,CCTV1,https://t.freetv.fun/live/cctv1-1.m3u8
69.23ms,PBS KET World (480p),https://2-fss-1.streamhoster.com/pl_122/amlst:200914-2942150/playlist.m3u8
69.25ms,广东卫视,https://stream1.freetv.fun/50ac5b1b5fd23d475b1af675426a35acb6cc15a5c69351e2a73c7eb7e55ca499.m3u8
69.28ms,QVC 3 (1080p),https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc3us/master.m3u8
69.29ms,浙江經濟生活,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo-5.m3u8
69.31ms,北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi-2.m3u8
69.31ms,凤凰香港高清,http://cdn6.163189.xyz/163189/fhhk
69.31ms,卓依婷-歹路不通行,http://vd3.bdstatic.com/mda-imigfktdeeseud4j/mda-imigfktdeeseud4j.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
69.35ms,CCTV10,https://stream1.freetv.fun/6f4489c5bc615294be1c5af5c9abd1f0b3d4e9728da4a010e6385f2ca11facb0.m3u8
69.39ms,佛山综合,https://t.freetv.fun/live/fo-shan-zong-he.m3u8
69.44ms,Kanal 7 HD Avrupa,https://t.freetv.fun/live/kanal-avrupa-1.m3u8
69.47ms,Mekameleen TV,https://t.freetv.fun/live/mekameleen-tv.m3u8
69.48ms,Bibel TV,https://t.freetv.fun/live/bibel-tv-impuls.m3u8
69.49ms,Беларусь 2,https://t.freetv.fun/live/belarus-24-1.m3u8
69.52ms,Fox Sports Racing,https://t.freetv.fun/live/of-tv-offenbach-2.m3u8
69.59ms,ORA NEWS ALBANIA,https://t.freetv.fun/live/ora-news.m3u8
69.59ms,CCTV2,https://t.freetv.fun/live/cctv2hd.m3u8
69.60ms,New K-Pop (1080p),https://newidco-newkid-1-eu.plex.wurl.tv/4300.m3u8
69.62ms,長春綜合,https://t.freetv.fun/live/chang-chun-zong-he.m3u8
69.63ms,CCTV3,https://t.freetv.fun/live/cctv-3-2.m3u8
69.67ms,Kanal D,https://t.freetv.fun/live/kanal-58-sivas.m3u8
69.70ms,Fox Sports Racing,https://t.freetv.fun/live/action-hollywood-movies.m3u8
69.73ms,UNIVERSAL HD,https://t.freetv.fun/live/universal-action.m3u8
69.74ms,青海卫视,https://stream1.freetv.fun/e0551db6bc9512b248a2da5f2455dee2c1d3164fb9ece82daa77b0c1b7ffb8a4.m3u8
69.75ms,江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-1.m3u8
69.75ms,Ortm,https://t.freetv.fun/live/ortm-2.m3u8
69.76ms,MOVIE MOVIE[geo-blocked],https://t.freetv.fun/live/hallmark-movie-west.m3u8
69.78ms,NDTV24*7,https://t.freetv.fun/live/ndtv-24x7-2.m3u8
69.82ms,北京衛視,https://t.freetv.fun/live/bei-jing-wei-shi-9.m3u8
69.87ms,東方衛視,https://t.freetv.fun/live/dong-fang-wei-shi-20.m3u8
69.89ms,Gulli  (FR),https://t.freetv.fun/live/gulli-girl-2.m3u8
69.91ms,CCTV13,https://stream1.freetv.fun/6cc8f4fde2a46e1219682cea55cbeb311805fc0deb26d82777f1dcac09e2d82d.m3u8
69.92ms,CCTV5,https://stream1.freetv.fun/2725c98e410f72e6320bdeb02aa0ef3e9bd353cc38509aaab3895aa7ed16fa45.m3u8
70.02ms,汕尾綜合,https://t.freetv.fun/live/shan-wei-zong-he-gao-qing-2.m3u8
70.04ms,CCTV10,https://t.freetv.fun/live/cctv-10ke-jiao-13.m3u8
70.04ms,Kids – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/62444e195d2ab7000861694b/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
70.08ms,CCTV5,https://stream1.freetv.fun/6564631769f81f8aa98bf2e5a5417a99627a02e15b0dfeaa5ac3aa499f676922.m3u8
70.10ms,NOURSAT,https://t.freetv.fun/live/noursat.m3u8
70.11ms,河北農民,https://t.freetv.fun/live/he-bei-nong-min-3.m3u8
70.12ms,KTV Kohavision Albania,https://t.freetv.fun/live/kohavision-1.m3u8
70.12ms,内蒙古卫视,https://stream1.freetv.fun/a617725a40df1e05463577f33bcf6ff711ae19a39f5453b6bfa75c396fb19647.m3u8
70.15ms,吉林衛視,https://t.freetv.fun/live/ji-lin-wei-shi-2.m3u8
70.17ms,Gh Canada TV,https://t.freetv.fun/live/canalda-tv.m3u8
70.18ms,KBS World HD,https://t.freetv.fun/live/kbs-world-1.m3u8
70.18ms,[VGA]balkan türk,https://t.freetv.fun/live/balkan-turk.m3u8
70.20ms,广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-21.m3u8
70.21ms,廣東新聞,https://t.freetv.fun/live/yan-dong-xin-wen-gao-qing-4.m3u8
70.25ms,湖南衛視,https://t.freetv.fun/live/hu-nan-wei-shi-10.m3u8
70.25ms,凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
70.26ms,Cartoon Network,https://t.freetv.fun/live/cartoon-network-1.m3u8
70.31ms,CCTV7,https://stream1.freetv.fun/978492b187939ceb862410f14e3321d54e05a0bc645f85f48c426b0e522eb940.m3u8
70.31ms,CCTV4,https://stream1.freetv.fun/ef9b087371bda4714a5baf1f17f93e9dc7cfd2890eab472f3058709c17b3315f.m3u8
70.34ms,Kanal D,https://t.freetv.fun/live/kanal-23-elazig.m3u8
70.42ms,CCTV7,https://t.freetv.fun/live/cctv7-4.m3u8
70.47ms,邵氏电影,https://stream1.freetv.fun/d8f66a980ecbfcf9ff9db3b098d87b06793378b6f0d84e28717bfb2da14c2124.m3u8
70.48ms,GTV (GHANA),https://t.freetv.fun/live/ugtv-2.m3u8
70.57ms,華視HD[geo-blocked],https://t.freetv.fun/live/hua-shi-21.m3u8
70.59ms,RBW Deutschland,https://t.freetv.fun/live/rbw.m3u8
70.63ms,ITV Patagonia Chile,https://t.freetv.fun/live/itv-patagonia.m3u8
70.63ms,王菲-执迷不悔,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
70.64ms,Pluto TV Spotlight,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ba3fb9c4b078e0f37ad34e8/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=51&deviceId=5ba3fb9c4b078e0f37ad34e8&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
70.65ms,四川衛視,https://t.freetv.fun/live/si-chuan-wei-shi-23.m3u8
70.65ms,OliveTV,https://t.freetv.fun/live/rlive-tv.m3u8
70.66ms,东方卫视,https://stream1.freetv.fun/936a731d0f0738a903c2968c7e4d48c09cc4bf042ad218afe2d91decd1032359.m3u8
70.73ms,西藏卫视,https://stream1.freetv.fun/788bd87f19312df1f95a71b4e35d67b9a106571c1bc88362e11f6a4ba4ca34ed.m3u8
70.78ms,Fox Sports Racing,https://t.freetv.fun/live/tvcom-maceio-2.m3u8
70.79ms,CNN HD,https://t.freetv.fun/live/cnn-5.m3u8
70.87ms,广东珠江,https://stream1.freetv.fun/967c330a56e8f2fed10ea053ac29b132d29e323680b5e20a53e3af6bcf7b2f54.m3u8
70.90ms,新疆卫视,https://stream1.freetv.fun/674920ceab1d54e60eb79d53a3e465c5cf568f68dc82977a6ef79362cec859ca.m3u8
70.94ms,CCTV14,https://t.freetv.fun/live/cctv14.m3u8
71.00ms,J SPORTS 3,https://t.freetv.fun/live/hub-sports-3.m3u8
71.09ms,ifilm tv,https://t.freetv.fun/live/ifilm-2.m3u8
71.10ms,Digi 24 HD,https://t.freetv.fun/live/digi-24.m3u8
71.12ms,卓依婷-电话情思,http://vd3.bdstatic.com/mda-jfghscj8datutink/mda-jfghscj8datutink.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
71.27ms,City TV,https://t.freetv.fun/live/citytv.m3u8
71.28ms,東森超視,https://t.freetv.fun/live/dong-sen-chao-shi-6.m3u8
71.29ms,Pluto TV Romance,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5a66795ef91fef2c7031c599/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=70&deviceId=5a66795ef91fef2c7031c599&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
71.40ms,豬哥亮歌廳秀,https://t.freetv.fun/live/zhu-ge-liang-ge-ting-xiu-1.m3u8
71.41ms,PEACE TV,https://t.freetv.fun/live/espace-tv-1.m3u8
71.42ms,Magazine,https://t.freetv.fun/live/nw-magazine-1.m3u8
71.42ms,IIPC TV ENG,https://t.freetv.fun/live/iipc-tv-1.m3u8
71.44ms,罗时丰-爱那么痛,http://vd2.bdstatic.com/mda-jcrjbhmgprhs00c4/sc/mda-jcrjbhmgprhs00c4.mp4
71.50ms,黑龙江卫视,https://stream1.freetv.fun/a685814ac27367f723637751d32ee9a2296db5e03f3d42993a685d85816fcd1c.m3u8
71.57ms,Global News,https://t.freetv.fun/live/global-news-1-1.m3u8
71.61ms,東南衛視,https://t.freetv.fun/live/dong-nan-wei-shi-2.m3u8
71.65ms,Беларусь 1,https://t.freetv.fun/live/belarus-3-2.m3u8
71.71ms,浙江國際,https://t.freetv.fun/live/zhe-jiang-guo-ji-6.m3u8
71.71ms,CCTV1(RTHK33),https://t.freetv.fun/live/cctv-4kchao-gao-qing-8.m3u8
71.72ms,CGTN(Spain),https://t.freetv.fun/live/cgtnxin-wen.m3u8
71.76ms,广西卫视,https://stream1.freetv.fun/00dd24ff229f857b5f63b2575005617500b45a8a594934001d45893621590099.m3u8
71.80ms,[SD]amedia 1,https://t.freetv.fun/live/amedia-1-2.m3u8
71.85ms,NBC 5 Chicago Live News (1080p),https://d368vp0qqzvkid.cloudfront.net/11603/88889704/hls/master.m3u8?ads.xumo_channelId=88889704a&ads.xumo_ifaType=&ads.xumo_providerId=3818&ads.xumo_providerName=NBCNCHI
71.87ms,Whiplash II (480p),https://cdn.whiplash.cc/whiplash-2/index.m3u8
71.91ms,吉林卫视,https://stream1.freetv.fun/8902659853fc9de8743fb2c72cb6d2ba944394c9c6e90240b121bd98e511e92e.m3u8
71.91ms,西藏卫视,https://stream1.freetv.fun/f472b7f1026488727d44969d797eb060aa375af68479fe9b1359d81927da37f4.m3u8
71.95ms,CCTV13,https://t.freetv.fun/live/cctv-13xin-wen-15.m3u8
72.01ms,宜興新聞,https://t.freetv.fun/live/yi-xing-xin-wen-pin-dao.m3u8
72.01ms,廣東綜藝4K,https://t.freetv.fun/live/yan-dong-zong-yi-2.m3u8
72.02ms,PET CLUB TV,https://t.freetv.fun/live/pet-club-tv-1.m3u8
72.04ms,RBB Fernsehen,https://t.freetv.fun/live/rbb-fernsehen.m3u8
72.06ms,SPIN (1080p),https://bec-spin-1-us.plex.wurl.tv/4300.m3u8
72.19ms,無線新聞台,https://t.freetv.fun/live/wu-xian-xin-wen-1-1.m3u8
72.22ms,广东珠江,https://stream1.freetv.fun/5f12b986a77ebe5440c508c13895b3e7f8767b2a47c79f3f5fe948097e15337d.m3u8
72.24ms,RTB Sukmaindera,https://t.freetv.fun/live/rtb-sukmaindera.m3u8
72.25ms,&FlixHD,https://t.freetv.fun/live/younib-media-tv-1.m3u8
72.26ms,Good TV,https://t.freetv.fun/live/good-idea-tv.m3u8
72.27ms,甄嬛传高清50,https://play.xluuss.com/play/DdwpvnXe/index.m3u8
72.29ms,南平新聞綜合,https://t.freetv.fun/live/si-ping-xin-wen-zong-he.m3u8
72.33ms,陈小云爱人跟人走,http://vd4.bdstatic.com/mda-jgvqig36bu4rc0ej/sc/mda-jgvqig36bu4rc0ej.mp4
72.36ms,广东体育,https://stream1.freetv.fun/869475cf6ab5d187816a1b7fbd8649cfc0b41c452e5595eabb2a36e51a61eecf.m3u8
72.37ms,RTV International,https://t.freetv.fun/live/star-international.m3u8
72.39ms,SAB,https://t.freetv.fun/live/sab-tv.m3u8
72.41ms,西藏衛視,https://t.freetv.fun/live/xi-cang-wei-shi-8.m3u8
72.41ms,安徽卫视,https://stream1.freetv.fun/7b36934ffbf6a7ce148c03d0bf4aa3668c868f164404f5ba4baf91094c06d581.m3u8
72.45ms,NewsNation,https://t.freetv.fun/live/news-nation.m3u8
72.52ms,Teen Mom – Pluto TV,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/62e7fc8c0d061100083946a9/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
72.54ms,Pluto TV Thrillers,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5b4e69e08291147bd04a9fd7/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=74&deviceId=5b4e69e08291147bd04a9fd7&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
72.60ms,河南衛視,https://t.freetv.fun/live/he-nan-wei-shi-27.m3u8
